Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,,Exchange
GMO,"General Moly, Inc",1.03,93671545.44,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gmo,,AMEX
GIG,"GigOptix, Inc.",1.67,53738587.65,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gig,,AMEX
GSB,"GlobalSCAPE, Inc.",2.4299,45635018.82,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb,,AMEX
GLOW,"Glowpoint, Inc.",1.72,60487308.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/glow,,AMEX
GORO,Gold Resource Corporation,5,268896845,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/goro,,AMEX
GSV,Gold Standard Ventures Corporation,0.5719,60163405.32,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/gsv,,AMEX
AUMN,Golden Minerals Company,0.8927,38859974.62,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aumn,,AMEX
GSS,"Golden Star Resources, Ltd",0.63,163236761.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gss,,AMEX
GV,Goldfield Corporation (The),2.21,56247492.34,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/gv,,AMEX
GRC,Gorman-Rupp Company (The),31.26,820670124.2,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/grc,,AMEX
GHM,Graham Corporation,31.79,320225343.1,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm,,AMEX
GTE,Gran Tierra Energy Inc.,7.32,1993439547,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gte,,AMEX
GPL,Great Panther Silver Limited,1.06,146840437.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gpl,,AMEX
GRH,"GreenHunter Resources, Inc.",0.95,32116529.35,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/grh,,AMEX
GRH^C,"GreenHunter Resources, Inc.",19.0399,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grh^c,,AMEX
SIM,"Grupo Simec, S.A. de C.V.",11.52,1911203378,n/a,1993,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sim,,AMEX
GVP,"GSE Systems, Inc.",1.65,29514967.35,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp,,AMEX
GTT,"GTT Communications, Inc.",10.65,251505777.9,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gtt,,AMEX
HWG,Hallwood Group Incorporated,12.37,18866303.42,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/hwg,,AMEX
HEB,"Hemispherx BioPharma, Inc.",0.39,69942766.14,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb,,AMEX
HLM^,Hillman Group Capital Trust,30.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlm^,,AMEX
HMG,"HMG/Courtland Properties, Inc.",17.164,18003765.86,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg,,AMEX
HH,"Hooper Holmes, Inc.",0.57,39947160.09,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hh,,AMEX
HUSA,Houston American Energy Corporation,0.63,32867065.35,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/husa,,AMEX
IBIO,"iBio, Inc.",0.527,34593384.07,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio,,AMEX
IBO,IBO (Listing Market - NYSE Amex Network B F),1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo,,AMEX
IEC,IEC Electronics Corp.,4.52,45393383.68,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec,,AMEX
IG,"IGI Laboratories, Inc.",5.35,234107520.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ig,,AMEX
IMUC,"ImmunoCellular Therapeutics, Ltd.",1.19,68503187.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc,,AMEX
IMH,"Impac Mortgage Holdings, Inc.",5.9,53512569.3,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh,,AMEX
IMO,Imperial Oil Limited,46.55,39455733962,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo,,AMEX
IOT,"Income Opportunity Realty Investors, Inc.",6.1,25426105.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot,,AMEX
IRT,"Independence Realty Trust, Inc.",8.8,156134352,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irt,,AMEX
IGC,India Globalization Capital Inc.,0.752,6001651.088,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/igc,,AMEX
IGC/WS,India Globalization Capital Inc.,0.015,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/ws,,AMEX
INFU,"InfuSystems Holdings, Inc.",2.75,60965104.75,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu,,AMEX
IHT,InnSuites Hospitality Trust,2.1,19324792.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,,AMEX
INO,"Inovio Pharmaceuticals, Inc.",3.28,743202080,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino,,AMEX
NSPR,"InspireMD, Inc.",3.11,108619611.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr,,AMEX
IFMI,"Institutional Financial Markets, Inc.",2.11,31909654.49,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi,,AMEX
IDN,"Intellicheck Mobilisa, Inc.",0.9035,33288975.93,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,,AMEX
INS,Intelligent Systems Corporation,1.75,15676549,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ins,,AMEX
THM,International Tower Hill Mines Ltd,0.8349,81877505.87,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm,,AMEX
INTT,inTest Corporation,4.0201,42442921.33,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,,AMEX
INUV,"Inuvo, Inc",0.83,19512499.88,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,,AMEX
VKI,Invesco Advantage Municipal Income Trust II,11.05,490409508.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki,,AMEX
ICH,"Investors Capital Holdings, Ltd.",7.15,50716101.15,n/a,2001,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ich,,AMEX
ISR,"IsoRay, Inc.",2.31,111684607.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,,AMEX
ISDR,Issuer Direct Corporation,11.5,23453548.5,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,,AMEX
ITI,"Iteris, Inc.",1.92,62925632.64,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,,AMEX
LTS,Ladenburg Thalmann Financial Services Inc,2.99,542276455.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,,AMEX
LTS^A,Ladenburg Thalmann Financial Services Inc,22.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a,,AMEX
LSG,Lake Shore Gold Corp,0.6756,281468623.3,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lsg,,AMEX
LAQ,"Latin America Equity Fund, Inc. (The)",27.41,204163851,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq,,AMEX
LGL,"LGL Group, Inc. (The)",5.13,13220774.37,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,,AMEX
LGL/WS,"LGL Group, Inc. (The)",0.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgl/ws,,AMEX
LBY,"Libbey, Inc.",25.13,537211297.7,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,,AMEX
LBMH,"Liberator Medical Holdings, Inc.",3.85,202151788.3,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lbmh,,AMEX
LIQT,"LiqTech International, Inc.",1.89,51431625,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt,,AMEX
LON,Loncor Resources Inc.,0.16,11750357.12,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lon,,AMEX
LEI,"Lucas Energy, Inc.",0.7374,22108122.87,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei,,AMEX
MCZ,Mad Catz Interactive Inc,0.4799,30680729.73,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz,,AMEX
MVG,Mag Silver Corporation,7.32,440443711.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg,,AMEX
MHR^C,Magnum Hunter Resources Corporation,25.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^c,,AMEX
MHR^D,Magnum Hunter Resources Corporation,49.301,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^d,,AMEX
MHR^E,Magnum Hunter Resources Corporation,28.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^e,,AMEX
MSTX,"Mast Therapeutics, Inc.",0.7,79525483.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx,,AMEX
MHH,"Mastech Holdings, Inc",13.8,59311710,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,,AMEX
MDGN,"Medgenics, Inc.",6.99,130815578.3,n/a,2011,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mdgn,,AMEX
MDGN/WS,"Medgenics, Inc.",2.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdgn/ws,,AMEX
MEET,"MeetMe, Inc.",3.1,119279812.9,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,,AMEX
IPB,"Merrill Lynch & Co., Inc.",26,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb,,AMEX
MEA,Metalico Inc,1.61,77613672.5,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/mea,,AMEX
MXC,Mexco Energy Corporation,7.5,15276495,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,,AMEX
CCA,MFS California Insured Municipal Trust,10.62,29589847.56,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/cca,,AMEX
MGT,MGT Capital Investments Inc,1.91,16850270.21,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mgt,,AMEX
MDW,Midway Gold Corporation,1.05,139630680,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdw,,AMEX
MGH,Minco Gold Corporation,0.3379,17073990.7,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgh,,AMEX
MGN,"Mines Management, Inc.",1.11,32189724.72,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgn,,AMEX
MXA,Minnesota Municipal Income Portfolio Inc.,17,70494631,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mxa,,AMEX
MDM,Mountain Province Diamonds Inc.,4.78,480396457.8,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdm,,AMEX
MVF,"MuniVest Fund, Inc.",9.51,608471083.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf,,AMEX
MZA,"MuniYield Arizona Fund, Inc.",14.0601,64405873.38,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mza,,AMEX
NNVC,"NanoViricides, Inc.",3.3,178058100,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc,,AMEX
NHC,National HealthCare Corporation,54.27,764164798.9,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc,,AMEX
NHC^A,National HealthCare Corporation,14.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhc^a,,AMEX
NAVB,"Navidea Biopharmaceuticals, Inc.",1.78,266470526.5,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb,,AMEX
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,14.8,81888400,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbw,,AMEX
NHS,Neuberger Berman High Yield Strategies Fund,13.63,266338159.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs,,AMEX
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,14.51,272251130,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh,,AMEX
NML,Neuberger Berman MLP Income Fund Inc.,18.17,1027032576,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/nml,,AMEX
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,13.54,68715500,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbo,,AMEX
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",4.7,262202876.2,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nro,,AMEX
CUR,"Neuralstem, Inc.",3.88,334527473.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur,,AMEX
UWN,"Nevada Gold & Casinos, Inc.",1.189,19197888.87,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,,AMEX
NSU,Nevsun Resources Ltd,3.43,683625760.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu,,AMEX
GBR,"New Concept Energy, Inc",2.1,4088563.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,,AMEX
NEN,New England Realty Associates Limited Partnership,45.35,175838412.1,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,,AMEX
NGD,NEW GOLD INC.,5.08,2557934874,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd,,AMEX
PAL,"North American Palladium, Ltd.",0.468,128228325.7,n/a,2000,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pal,,AMEX
NAK,"Northern Dynasty Minerals, Ltd.",0.97,92159568.08,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak,,AMEX
NOG,"Northern Oil and Gas, Inc.",14.49,896245188.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog,,AMEX
NBY,"NovaBay Pharmaceuticals, Inc.",1.03,46454640.79,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby,,AMEX
NCQ,NovaCopper Inc.,1.36,72935773.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq,,AMEX
NG,Novagold Resources Inc.,3.75,1189867005,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng,,AMEX
NTN,"NTN Buzztime, Inc.",0.66,51908332.08,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,,AMEX
NLP,NTS Realty Holdings Limited Partnership,8.57,95086498.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nlp,,AMEX
NTS,"NTS, Inc.",1.95,84701783.4,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nts,,AMEX
NVX,Nuveen California Dividend Advantage Municipal Fund 2,13.68,201906362.2,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nvx,,AMEX
NZH,Nuveen California Dividend Advantage Municipal Fund 3,12.23,295377541.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzh,,AMEX
NCB,Nuveen California Municipal Value Fund 2,15.74,51751546,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb,,AMEX
NCU,Nuveen California Premium Income Municipal Fund,13.51,77450735.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncu,,AMEX
CFD,Nuveen Diversified Commodity Fund,15.89,146298276.6,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cfd,,AMEX
NXZ,Nuveen Dividend Advantage Municipal Fund 2,13.59,400611619.1,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxz,,AMEX
NZF,Nuveen Dividend Advantage Municipal Fund 3,13.09,528836366.5,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf,,AMEX
NVG,Nuveen Dividend Advantage Municipal Income Fund,13.34,396705480.3,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg,,AMEX
NKG^E,Nuveen Georgia Dividend Advantage Municipal Fund 2,10.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nkg^e,,AMEX
CTF,Nuveen Long/Short Commodity Total Return Fund,16.5,292971360,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ctf,,AMEX
NGX,Nuveen Massachusetts AMT-Free Municipal Income Fund,12.16,33164174.72,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/ngx,,AMEX
NMB,Nuveen Massachusetts Dividend Advantage Municipal Fund,12.65,24870532.5,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nmb,,AMEX
NMB^C,Nuveen Massachusetts Dividend Advantage Municipal Fund,10.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmb^c,,AMEX
NOM,Nuveen Missouri Premium Income Municipal Fund,14.8,34475386.4,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom,,AMEX
NMZ,Nuveen Municipal High Income Opportunity Fund,12.75,637967402.3,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz,,AMEX
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,13.24,86962809.12,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj,,AMEX
NUJ,Nuveen New Jersey Dividend Advantage Municipal Fund 2,12.96,58654549.44,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nuj,,AMEX
NJV,Nuveen New Jersey Municipal Value Fund,14.29,22364364.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv,,AMEX
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,13.06,84740018.96,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxk,,AMEX
NYV,Nuveen New York Municipal Value Fund 2,14.02,32941560.24,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv,,AMEX
NPN,Nuveen Pennsylvania Municipal Value Fund,14.37,17522088.24,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn,,AMEX
JRS,Nuveen Real Estate Fund,10.599,305694217,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs,,AMEX
OGEN,"Oragenics, Inc.",2.99,108025542.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen,,AMEX
ORC,"Orchid Island Capital, Inc.",11.7,100756480.5,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc,,AMEX
TIS,Orchids Paper Products Company,29.55,238544118.5,n/a,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis,,AMEX
ONVO,"Organovo Holdings, Inc.",7.41,576622391.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo,,AMEX
ONP,"Orient Paper, Inc.",2.42,45384438,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp,,AMEX
OESX,"Orion Energy Systems, Inc.",7.02,150310098.9,n/a,2007,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx,,AMEX
ORM,"Owens Realty Mortgage, Inc.",15.1,165108896.4,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm,,AMEX
PHF,"Pacholder High Yield Fund, Inc.",8.23,106951294.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf,,AMEX
PBM,Pacific Booker Minerals Inc,5.1844,64069017.39,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm,,AMEX
PCG^A,Pacific Gas & Electric Co.,27.5099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a,,AMEX
PCG^B,Pacific Gas & Electric Co.,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b,,AMEX
PCG^C,Pacific Gas & Electric Co.,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c,,AMEX
PCG^D,Pacific Gas & Electric Co.,23.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d,,AMEX
PCG^E,Pacific Gas & Electric Co.,23.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e,,AMEX
PCG^G,Pacific Gas & Electric Co.,22.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g,,AMEX
PCG^H,Pacific Gas & Electric Co.,21.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h,,AMEX
PCG^I,Pacific Gas & Electric Co.,22.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i,,AMEX
PTN,"Palatin Technologies, Inc.",1.19,46697569.45,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn,,AMEX
PZG,Paramount Gold and Silver Corp.,1.3,202450388.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg,,AMEX
PRK,Park National Corporation,75.06,1155356772,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk,,AMEX
PED,Pedevco Corp.,2.062,54032326.33,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped,,AMEX
PIP,"PharmAthene, Inc",1.8,96406066.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip,,AMEX
HNW,Pioneer Diversified High Income Trust,20.21,167790352,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw,,AMEX
PLG,Platinum Group Metals Ltd.,1.02,562332672.8,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg,,AMEX
PLM,Polymet Mining Corp.,1.36,373947060.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm,,AMEX
PW,Power REIT,9.09,15243520.95,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw,,AMEX
PW^A,Power REIT,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a,,AMEX
APTS,"Preferred Apartment Communities, Inc.",8.05,123219917.1,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts,,AMEX
PLX,"Protalix BioTherapeutics, Inc.",4.66,436084962.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx,,AMEX
PDO,Pyramid Oil Co,6.65,31175765.25,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdo,,AMEX
QRM,Quest Rare Minerals Ltd,0.5,33776855.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/qrm,,AMEX
RLGT,"Radiant Logistics, Inc.",3.02,101682134.6,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt,,AMEX
RLGT^A,"Radiant Logistics, Inc.",26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a,,AMEX
REE,Rare Element Resources Ltd.,1.46,69652535.36,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ree,,AMEX
UTG,Reaves Utility Income Fund,27.66,802535372,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg,,AMEX
REED,"Reeds, Inc.",5.83,76011260.16,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed,,AMEX
RWC,RELM Wireless Corporation,3.1101,42379168.07,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc,,AMEX
RCG,"Renaissance Capital Growth & Income Fund III, Inc.",1.7,7588743.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg,,AMEX
RVP,"Retractable Technologies, Inc.",3.84,103575694.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp,,AMEX
RVM,"Revett Mining Company, Inc.",0.7561,26158328.21,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rvm,,AMEX
RNN,"Rexahn Pharmaceuticals, Inc.",1.14,201248211.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn,,AMEX
RIC,"Richmont Mines, Inc.",1.43,56622427.29,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric,,AMEX
REI,"Ring Energy, Inc.",14.81,349239245.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei,,AMEX
RIF,RMR Real Estate Income Fund.,18.42,140940758.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif,,AMEX
RPI,"Roberts Realty Investors, Inc.",0.85,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpi,,AMEX
RBY,Rubicon Minerals Corp,1.08,392152431.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rby,,AMEX
SGA,"Saga Communications, Inc.",48.91,280576372.4,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga,,AMEX
SSN,Samson Oil & Gas Limited,0.4849,61767220.98,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn,,AMEX
SAND          ,Sandstorm Gold Ltd,5.78,603010325.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand          ,,AMEX
SARA,Saratoga Resources Inc,1.3,40230581.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sara,,AMEX
SEB,Seaboard Corporation,2592.48,3078398896,n/a,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb,,AMEX
